INIT;DRIVER_INIT_ZERO;DRIVER_INIT_LIST_ONE;ECUM_STATE_STARTUP_TWO;DRIVER_INIT_TWO;NVM_READALL;NVM_READALL_FINISHED;DRIVER_INIT_THREE;OPERATION;PREP_SHUTDOWN;ON_GO_OFF_ONE_A_CALLOUT;NVM_WRITEALL;NVM_WRITEALL_FINISHED;SHUTDOWN_2;PHASE_LAST;NUMBER_OF_PHASE;
0;0;19825;1893;23564;21595;4100;17554;152164967;9997;9987;10022;0;0;0;0;
0;0;19824;1893;23564;21743;3950;17553;152164975;9999;9980;10030;0;0;0;0;
0;0;19838;1895;23628;21942;3687;17590;153064932;10000;9981;10026;0;0;0;0;
0;0;19825;1893;23552;21927;3781;17563;155264955;10001;9989;10033;0;0;0;0;
0;0;19826;1892;23564;22070;3627;17583;153964938;10001;9980;10038;0;0;0;0;
0;0;19827;1891;23566;22182;3512;17542;154364978;9998;9990;10019;0;0;0;0;
0;0;19825;1893;23560;22279;3421;17544;153264972;10000;9994;10017;0;0;0;0;
0;0;19826;1893;23574;22441;3244;17557;154264964;10002;9979;10032;0;0;0;0;
0;0;19826;1893;23566;22560;3133;17552;153164967;10007;9980;10020;0;0;0;0;
0;0;19838;1893;23638;22808;2813;17612;155964910;10000;9984;10025;0;0;0;0;
