INIT;DRIVER_INIT_ZERO;DRIVER_INIT_LIST_ONE;ECUM_STATE_STARTUP_TWO;DRIVER_INIT_TWO;NVM_READALL;NVM_READALL_FINISHED;DRIVER_INIT_THREE;OPERATION;PREP_SHUTDOWN;ON_GO_OFF_ONE_A_CALLOUT;NVM_WRITEALL;NVM_WRITEALL_FINISHED;SHUTDOWN_2;PHASE_LAST;NUMBER_OF_PHASE;
0;0;19838;1890;23625;2231544;4088;17568;152974956;10002;9983;360002;0;0;0;0;
0;0;19795;1889;23567;2235699;0;17518;153075003;9996;9985;359997;0;0;0;0;
0;0;19797;1889;23565;2245703;0;17512;152975003;10002;9987;8749994;0;0;0;0;
0;0;19797;1889;23567;2133778;1911;17486;155375042;10001;9983;360004;0;0;0;0;
0;0;19810;1891;23638;2135625;0;17557;156274962;10041;9943;359999;0;0;0;0;
0;0;19826;1888;23567;2144248;1442;17468;153375057;10004;9980;360003;0;0;0;0;
0;0;19810;1891;23637;2154603;1016;17559;153174970;9999;9988;369991;0;0;0;0;
0;0;19827;1889;23562;2155704;0;17505;154175012;9998;9993;359993;0;0;0;0;
0;0;19795;1889;23551;2164662;1044;17503;153275021;9999;9990;359997;0;0;0;0;
0;0;19809;1891;23635;2175033;588;17544;154074981;9999;9989;360001;0;0;0;0;
0;0;19839;1891;23640;2175627;0;17562;154074954;10000;9984;359996;0;0;0;0;
0;0;19797;1889;23555;2185712;0;17499;154175020;9999;9981;359994;0;0;0;0;
0;0;19796;1889;23566;2195311;381;17487;153975038;10002;9982;359995;0;0;0;0;
0;0;19826;1888;23557;2195710;0;17490;153275027;10000;9987;359994;0;0;0;0;
0;0;19796;1890;23556;2205710;0;17476;154275039;10007;9980;359996;0;0;0;0;
0;0;19810;1891;23625;2215639;0;17542;155174974;10008;9980;359993;0;0;0;0;
0;0;19796;1889;23556;2220934;4766;17496;153075033;10001;9987;359995;0;0;0;0;
0;0;19796;1889;23561;2231319;4376;17494;152975028;10007;9987;369992;0;0;0;0;
0;0;19839;1890;23620;2235645;0;17565;152874951;10003;9984;360000;0;0;0;0;
0;0;19809;1891;23631;2245631;0;17555;153974964;10037;9946;8770010;0;0;0;0;
0;0;19796;1889;23555;2133775;1926;17517;153175009;10002;9986;369997;0;0;0;0;
0;0;19797;1888;23568;2135699;0;17525;154374989;10005;9982;359998;0;0;0;0;
0;0;19840;1890;23621;2144429;1206;17571;154074957;9999;9986;359998;0;0;0;0;
0;0;19809;1891;23617;2154737;903;17574;153974954;10001;9980;380002;0;0;0;0;
0;0;19826;1890;23563;2155703;0;17534;154274977;10002;9991;359994;0;0;0;0;
0;0;19838;1891;23624;2165040;592;17579;153174947;10002;9984;359994;0;0;0;0;
0;0;19840;1890;23642;2175248;369;17574;152974952;10002;9984;359993;0;0;0;0;
0;0;19838;1891;23633;2175634;0;17572;154074943;10001;9990;359992;0;0;0;0;
0;0;19797;1889;23572;2185695;0;17526;153974991;10005;9980;359999;0;0;0;0;
0;0;19796;1889;23557;2195344;358;17527;155174993;10005;9983;360000;0;0;0;0;
0;0;19826;1889;23563;2195705;0;17519;156174997;10030;9956;359998;0;0;0;0;
0;0;19797;1889;23565;2210923;4768;17534;152074993;10000;9989;359994;0;0;0;0;
0;0;19807;1892;23617;2215646;0;17556;157174959;10000;9988;359999;0;0;0;0;
0;0;19838;1892;23628;2221426;4201;17562;152974969;10002;9978;359995;0;0;0;0;
0;0;19825;1889;23570;2231442;4245;17530;152175000;9998;9983;359995;0;0;0;0;
0;0;19796;1889;23563;2235702;0;17506;154175010;10003;9986;359996;0;0;0;0;
0;0;19796;1889;23566;2245702;0;17508;153875008;10034;9957;8759989;0;0;0;0;
0;0;19839;1892;23619;2133835;1799;17553;155074976;10001;9983;359999;0;0;0;0;
0;0;19839;1890;23618;2135646;0;17557;156574963;10000;9987;359997;0;0;0;0;
0;0;19797;1889;23563;2144210;1482;17499;154175028;10006;9984;359991;0;0;0;0;
0;0;19796;1889;23556;2154445;1257;17486;152975037;10003;9986;359991;0;0;0;0;
0;0;19827;1890;23563;2155701;0;17497;156175022;10031;9952;359995;0;0;0;0;
0;0;19796;1890;23563;2164645;1050;17495;153175025;10004;9992;359988;0;0;0;0;
0;0;19796;1890;23556;2174921;781;17510;154075017;9996;9987;359995;0;0;0;0;
0;0;19826;1889;23557;2175710;0;17506;156475006;10006;9984;359997;0;0;0;0;
0;0;19797;1889;23563;2185704;0;17487;151975031;10031;9954;369997;0;0;0;0;
0;0;19797;1889;23562;2195337;357;17501;152175025;10005;9977;360002;0;0;0;0;
0;0;19797;1889;23563;2195703;0;17495;153975026;10027;9947;380007;0;0;0;0;
0;0;19794;1889;23566;2205701;0;17497;154175020;10000;9992;359988;0;0;0;0;
0;0;19839;1892;23622;2215641;0;17548;155074977;9994;9986;359998;0;0;0;0;
0;0;19797;1888;23566;2221013;4680;17485;152975039;10003;9983;359998;0;0;0;0;
0;0;19796;1889;23565;2231312;4379;17491;154375035;10006;9983;359995;0;0;0;0;
0;0;19795;1891;23566;2235696;0;17504;153175016;10006;9978;359997;0;0;0;0;
0;0;19809;1891;23634;2245631;0;17552;154274966;9998;9989;8749994;0;0;0;0;
